date,value,GPD_per_capita,eu_prod_index
2016-10-04,894708.4757831208,52932.10415190712,106.70848632339899
2016-10-20,939155.6773363004,53017.337342522995,105.67917551186746
2016-10-22,993006.7740088007,48783.340047262034,102.53763616200348
2016-10-26,871264.8803944602,48715.3878273215,102.24052149478312
2016-10-28,846617.0118225453,53086.407626220316,105.13319264981425
2016-10-31,1250040.3868186416,48732.31236232085,104.93476342508824
2016-11-03,885078.8208842417,48821.88760361974,103.15705958027253
2016-11-06,1367806.4450885984,52281.137775608004,105.16094101787809
2016-11-07,881762.4752557155,48580.07666389091,106.84671685781011
2016-11-11,914574.3413742577,52217.16626379074,105.56541860304452
2016-11-13,1769594.3815388132,48643.61803398933,103.87953766409663
2016-11-14,1362813.552446734,48622.35316359235,103.39409820037365
2016-11-19,895989.2056600084,52205.52867753406,105.57939976742517
2016-11-20,702112.2985177003,48612.54233921316,102.44030757013621
2016-11-22,987224.0034616526,48595.43941970125,102.36131149737015
2016-11-26,756584.0590834693,48686.99393696217,102.04986692907534
2016-11-26,796117.642263737,48674.64112212406,102.72890255690074
2016-11-27,1111491.2759338259,48582.462762953226,104.3257017771238
2016-11-29,674184.6156485027,48733.131784224526,104.90081084894663
2016-12-02,702576.7448775886,53019.87359431025,101.02874049567018
2016-12-03,916418.4440707627,48586.500321727974,104.85222456925219
2016-12-04,765557.8136629806,48726.73568862151,105.10745797416521
2016-12-04,882458.8619305938,48679.844193055476,104.90136378908221
2016-12-04,810996.1421457102,52248.35344693453,103.44831370144966
2016-12-04,828685.3976952421,53040.35339321255,105.02222088541883
2016-12-05,815943.46865317,53048.27412067443,105.9607530606826
2016-12-20,997250.2841519554,52994.629975384516,104.1371036386111
2016-12-22,933243.8425258806,48599.938198424345,105.80514135611548
2016-12-24,711885.6383497925,48568.237600745226,102.46417401165789
2016-12-24,917493.1169484407,48623.01623292282,106.38696406064624
2016-12-29,698961.8137272443,48545.95557682452,102.08774663442239
2016-12-30,872884.5339070257,48647.44885561113,102.70626402636877
2017-01-03,784747.7788196929,52278.284486439465,105.6420587991938
2017-01-03,826930.1155230835,52455.34064202709,104.90258962652369
2017-01-05,748992.0218186689,48759.269104316954,105.35216236145185
2017-01-06,845654.6275317713,48701.113965884055,105.64667006326594
2017-01-14,669251.2865838982,48592.10755610607,105.04590958368348
2017-01-14,915068.3455392725,48588.51457285192,102.7858599602625
2017-01-14,670167.4074373296,48648.722875897765,105.22043517915608
2017-01-15,808213.7236490829,48612.61003879119,103.49124747417225
2017-01-17,1146599.7875090078,48627.998204890566,102.47400179519259
2017-01-18,685251.4332192895,48681.09204961734,104.707461417944
2017-01-18,720413.1338278637,48627.52786722261,106.17453143043423
2017-01-18,698477.5406600663,48464.755756491075,104.99073960621152
2017-01-20,679365.088211804,48529.990684363576,103.77838695110736
2017-01-26,657256.1093527682,48725.18774154348,102.60402728375871
2017-01-27,651975.0016362835,48662.10027631019,105.1816404160451
2017-01-31,888093.0833705885,48799.61851176667,105.24650468631265
2017-02-05,806056.2814775934,52238.966597182734,102.90082532891789
2017-02-05,924069.6234516717,52992.909393370595,102.89743391737689
2017-02-08,696451.915832862,48688.02462778806,102.90137140970695
2017-02-11,1208629.6454868233,52922.783324253076,102.50033778855136
2017-02-14,765083.9709514616,52275.68913700715,103.4739973846492
2017-02-16,676693.827157242,48557.69246847689,101.96251976149544
2017-02-17,701530.0402566841,48710.801163062286,105.03218033824255
2017-02-19,847940.9082807312,52966.05492798194,105.27716652084659
2017-02-22,963446.8661964501,48643.6549459655,101.29031575028871
2017-02-22,918572.6564176573,53097.62283748651,105.40061067907007
2017-02-24,939724.6519366781,48652.929836599455,103.23504740458408
2017-02-24,849070.3559586171,53014.91429195559,105.8187389355199
2017-02-24,845126.0389455,52422.09617551804,103.60929752998676
2017-02-25,774784.9593073468,48741.78404118665,105.59361923136387
2017-02-26,1067328.7795699064,48635.28982068008,105.24173341715766
2017-02-28,738735.7591399958,52329.03755104842,103.57311720078162
2017-02-28,978843.7594346922,52296.03944717919,102.93107931334866
2017-03-01,917310.4588966251,53100.81149595193,105.25125690508239
2017-03-01,1119057.0311208447,52966.07736016621,105.24644175154441
2017-03-02,690596.0933973584,52171.97053630208,103.3915961532881
2017-03-07,871300.52352614,48568.53815913095,105.07047687603337
2017-03-07,667819.2608711252,48634.879161240635,102.2540570081621
2017-03-07,702995.3946927002,48726.79978802614,107.17226335364695
2017-03-08,979887.3287568414,53053.729263782945,105.24564877861481
2017-03-09,753200.3885443103,48440.40165429857,103.42502195766623
2017-03-17,721449.1436884915,48628.44568196735,104.89413720904209
2017-03-18,797517.8243615255,52231.80532638247,103.43413205359697
2017-03-18,898132.8902137465,53028.07458345079,105.32669972674616
2017-03-18,693776.6197477974,52229.90755041771,104.80599485156841
2017-03-19,751506.8384386254,48571.53508421423,103.8301333743107
2017-03-20,623782.8295140679,48640.42304072589,104.84324790824128
2017-03-25,737864.4619326331,53022.560689383485,102.56319672216055
2017-03-25,684335.1604974511,53003.642639512196,104.9086098366693
2017-03-25,1001464.4043985375,48783.856758834976,102.54684974703702
2017-03-25,858826.5840861995,48699.57249886317,105.68704032092481
2017-03-27,688102.6240912322,48650.71594413175,106.09388197934611
2017-03-28,944680.0277007453,52347.73050099038,102.62508842982146
2017-03-29,702492.2211601422,48701.53373666886,102.8964691214919
2017-03-30,728267.2572064935,53142.7125801131,104.1443776036097
2017-03-31,707037.4557219964,48521.5234436782,104.09103714382509
2017-03-31,763281.9461978511,48574.71556714706,104.94180122142423
2017-04-01,873758.8755684285,48672.6473406121,104.0567085879291
2017-04-02,913889.6711310135,48625.04372207814,102.46538570197501
2017-04-04,1081127.4117834768,53087.768978406384,105.30841538432388
2017-04-05,613415.6964943357,48602.12936288518,103.50681649699078
2017-04-06,706730.5821555164,48805.5214805021,105.98356989913836
2017-04-07,999122.5158435574,48618.27231094765,105.02681351665476
2017-04-08,792386.3103828349,52183.335392867826,105.64118428155068
2017-04-08,996309.9851379882,48613.283719964216,106.25691695161588
2017-04-08,653861.820679662,53069.68126811195,103.41637928300975
2017-04-08,732706.8769692135,48506.70819979115,102.41070034705496
2017-04-08,1100420.3426502286,53100.68167785643,105.42841307601442
2017-04-09,1070908.2025933363,53109.07857294592,105.83325708636877
2017-04-10,1056173.0890114238,48664.53476481366,105.10722051644353
2017-04-11,644274.01676808,48669.94778742962,101.5805931509932
2017-04-12,818855.0071525701,53024.85454862529,105.86446794850387
2017-04-17,624010.5487457365,48919.10271884176,102.13420100040764
2017-04-17,927359.747197514,48749.50492921012,105.44555366400144
2017-04-18,795988.2865764747,53090.2737302732,105.18497413078201
2017-04-18,731795.6686097623,48649.4353430749,102.19288101489708
2017-04-21,876121.638844264,48581.60040413731,105.9588326107532
2017-04-21,700009.2411964361,48728.897817122925,104.82878284102648
2017-04-21,624969.4875564878,48770.604357360964,102.01224104384082
2017-04-25,1034081.4501757233,53148.81909259062,106.042467421473
2017-04-29,640288.4299414802,48554.007390135426,104.91052317722708
2017-04-29,766616.008145863,52231.367553033255,102.40657725863971
2017-05-03,805111.8843327874,53224.96120408643,106.23541542811327
2017-05-07,837818.633143082,52298.197879054685,105.0563429528225
2017-05-08,2418258.270756107,48576.17276027887,105.25452453799076
2017-05-08,770516.587726071,48555.71085348576,105.001007346697
2017-05-09,695512.7310146951,52279.50830780938,104.94944595201284
2017-05-10,709608.3032842485,48565.93867075393,105.26690908065054
2017-05-10,875463.515666718,52315.50351553379,103.83530904167927
2017-05-12,803463.1382669696,48606.24775728142,101.65907070900084
2017-05-13,724842.262189473,48563.13375831836,106.69234556537558
2017-05-14,1225512.207231519,52231.88906519079,102.68941135507076
2017-05-15,868954.9796004352,48719.982099879184,102.43272887094496
2017-05-15,707555.1423653053,48945.98193982361,105.78412513790721
2017-05-17,913349.9211527,48636.67487775956,107.40581197351341
2017-05-18,789254.2758979528,52967.86554165509,105.05712413707089
2017-05-19,862417.0252482122,53044.09149483463,105.00319850666047
2017-05-20,716137.7723524293,48598.029861750205,105.11383889529546
2017-05-20,857878.5777882326,52362.02622249768,105.07476036468354
2017-05-21,822669.6860795893,48634.24614264935,102.18329289635616
2017-05-21,647215.89243474,48697.15060076782,106.05800879627836
2017-05-22,664491.2780831606,52238.633297839144,103.49869214577548
2017-05-22,739520.1267385349,48490.720982175604,105.1003027030286
2017-05-23,675233.7523817256,48536.01126556268,104.95476788493943
2017-05-24,790931.454082502,52239.92799079004,103.52115236890432
2017-05-25,991499.0468965975,52980.0051159542,103.22233805197835
2017-05-28,825627.3063296163,48624.60266004121,102.4155260882758
2017-05-30,814131.0690163241,48762.30396380524,102.45216208722165
2017-05-31,921712.9801613636,48623.64689559327,105.21083373091597
2017-06-01,743669.2686322673,52275.9085340815,103.0470596814782
2017-06-01,925747.0218132372,48631.23730027819,105.42824648774784
2017-06-04,689460.7475207051,52279.423200730744,99.89421416814531
2017-06-04,734291.6763229709,53127.78321215161,105.19847503425738
2017-06-05,757936.307896781,53103.61547912675,106.1666131869942
2017-06-07,666370.310148419,48522.69416295535,102.34921658627194
2017-06-08,1428455.4804623027,52966.73580137297,105.88506124144139
2017-06-10,721155.7756156606,48543.9494541374,105.14236029364108
2017-06-11,715681.6647278944,52326.19629368094,105.32164944411309
2017-06-12,680837.2929717673,48632.653698243965,103.11521899988075
2017-06-13,728014.3836096579,48643.71562112588,105.0246492404466
2017-06-13,906619.446204764,48631.260109875395,102.72153020046014
2017-06-14,837971.8758652906,48636.65736133514,102.42050006335845
2017-06-14,758690.337515023,48597.443752500454,103.390544976221
2017-06-15,720399.009388282,48803.49325703379,105.04185593569099
2017-06-16,645959.1843451685,48725.498100967845,102.64775776140587
2017-06-16,784631.8973509356,48512.38775379982,106.4643443801568
2017-06-17,845605.382537468,48640.08149339709,102.88476127391502
2017-06-17,1179954.6029074613,52425.818815098886,102.79631342434752
2017-06-18,1245228.1319033755,48698.738273413626,105.11166324756782
2017-06-19,656945.5533496465,48711.76700391624,106.16841866834909
2017-06-19,787335.6841315692,52327.04994472924,106.47976839165094
2017-06-20,761412.3970627987,53184.43727986591,105.34992050346395
2017-06-21,866506.4532598794,52988.943755468135,105.9150338977387
2017-06-23,675729.6176194265,52280.66104645576,103.6755265293658
2017-06-23,800393.518758743,53064.70187324824,105.34417474452941
2017-06-23,863131.4651811066,52270.2138462296,105.19302211512556
2017-06-24,916424.4246870776,52333.92225944941,106.86551051253176
2017-06-29,927286.2121271538,48528.37920391385,107.49962453795558
2017-07-02,923357.1361750313,53053.64233010083,102.95013683746159
2017-07-02,981536.9086755931,48623.08182135101,103.78078999600011
2017-07-02,1072336.60486489,52995.66619243075,105.15191953902045
2017-07-03,886976.8644525107,48717.01711231151,105.3450232720699
2017-07-03,842921.1284039676,52270.39235147323,105.6950064055839
2017-07-06,924542.4971121172,52999.83588429081,105.01528404221924
2017-07-07,1136503.2012788206,52239.81947348745,103.81603020918135
2017-07-08,777790.4402837786,48732.47778671911,107.2542816539355
2017-07-09,699400.9963154156,48842.783346606,105.22048081973841
2017-07-09,802404.4095984296,52320.29091215094,104.95440615937629
2017-07-12,730486.5608598304,48504.51894760373,104.89129517379142
