date,cal_holiday,weather_temp,weather_rain_1h,weather_snow_1h,weather_clouds_all,weather_main,weather_description,traffic_volume
2016-11-17 11:18:17,None,270.77100478902923,3.3505591941137734e-05,-6.188519598013679e-05,89.97138887408283,Mist,mist,4821.687045093012
2016-11-20 06:41:02,None,254.41090760525856,-5.823472833906885e-05,7.253271666519702e-05,90.04999558983923,Snow,broken clouds,4386.794832262837
2016-12-04 05:59:02,None,256.32889929945435,5.904535950515632e-05,3.239263660054534e-05,0.9926843067595722,Clouds,broken clouds,593.0386379268589
2016-12-06 22:46:08,None,255.5775399594207,8.97171454679058e-05,3.814898413513283e-05,89.9851825848546,Clouds,overcast clouds,5012.91542148682
2016-12-11 09:36:37,None,256.6062932783287,0.00017707761497739498,-2.2892844806588854e-05,89.98062113524016,Haze,haze,1514.4742463456666
2016-12-13 16:18:21,None,273.0298781059523,0.00010773221559581157,6.939375879658335e-05,90.07010810562691,Snow,light snow,860.855632473227
2016-12-15 02:12:19,None,254.32889814752807,1.437259731971684e-05,-3.617055317791495e-05,1.032058686992689,Clear,sky is clear,1018.2996579501913
2016-12-16 10:31:40,None,274.36731358747403,6.345942805835302e-05,3.970433128969453e-05,0.9900529373071381,Clouds,broken clouds,130.55604992317342
2016-12-16 15:23:07,None,251.6585640918666,8.375155653731107e-05,-3.841549177511552e-06,39.972662732128484,Clouds,scattered clouds,5624.364879886786
2016-12-19 23:08:32,None,254.7686552472983,-5.8540239750697714e-05,1.508204147023629e-05,0.9818186383507833,Mist,mist,854.6113057917378
2016-12-21 23:15:57,None,249.02858437360024,-6.980743816510444e-05,1.8430224239147326e-05,1.00141452343589,Clear,sky is clear,950.343180772279
2016-12-22 13:55:36,None,274.0821557827418,-2.7319690601355308e-05,-1.2888573363903667e-05,0.7280035470747321,Mist,mist,496.7521277438811
2016-12-24 03:23:09,None,269.0791055215365,0.00013260329517769649,-1.7625338168417678e-05,89.91912268261511,Haze,haze,5923.0169482073015
2016-12-24 04:41:52,None,262.7262752750794,4.514542609284288e-05,-5.6205254376655246e-05,89.9946858288587,Snow,light snow,1187.6186314240342
2016-12-24 08:09:53,None,271.7303523197658,-0.0001429743073611802,-1.0294745921043543e-05,89.99933260966779,Clouds,overcast clouds,4770.540783190703
2016-12-24 20:48:20,None,262.2696842407946,-0.00014438425753504456,1.983152511728979e-05,39.98589174139549,Snow,light snow,709.6922052776497
2016-12-26 13:38:11,None,252.96076867706182,0.0001979155507350847,-8.68727578010178e-06,40.015096657058436,Snow,light snow,4628.565117749225
2016-12-27 13:24:34,None,277.2850398273689,-8.336834376086582e-05,1.3098461874420956e-05,90.0015998325971,Mist,mist,2843.973230512843
2016-12-27 15:02:37,None,252.03812647346692,0.00022656170122347942,3.630203881100534e-05,20.222355844108147,Haze,haze,4066.681253082739
2016-12-29 05:15:32,None,273.2898819147451,5.334468998068743e-05,-4.885846534146974e-05,89.92726403741618,Mist,mist,4201.051181130925
2016-12-29 09:17:15,None,252.8797904718955,4.941605186729133e-05,-1.6561506566037648e-05,74.98058556684434,Snow,light snow,4953.440059471094
2017-01-01 02:30:16,None,277.24120464895213,0.00014309876561573908,2.4993185408642906e-05,89.9806906136164,Clouds,broken clouds,5693.883744988513
2017-01-01 15:12:47,None,259.25164135516667,5.80028556019634e-05,8.383441409068422e-05,89.98868982698706,Snow,light snow,533.9163383907334
2017-01-02 12:58:58,None,254.23755906574718,3.0265387788065198e-05,-7.357887184644453e-05,20.138208840025317,Haze,haze,6129.459334932702
2017-01-02 20:05:49,None,267.1981423015484,-6.151418126812926e-05,8.279654941060655e-05,89.91244677638359,Haze,haze,4057.305844574501
2017-01-03 02:23:31,None,265.55949273494053,-0.00016467367659901399,-9.110095864909048e-06,74.95331915052611,Clouds,broken clouds,4580.963892200869
2017-01-05 00:33:31,None,284.53223284601273,-9.432424530988428e-06,-1.2909093534023488e-05,1.0474318746213696,Clear,sky is clear,1238.4803951176646
2017-01-05 22:32:12,None,274.8110876270316,4.341887907100715e-05,1.3925757442027702e-05,90.05349650774424,Clouds,overcast clouds,916.1307387308658
2017-01-06 05:09:34,None,276.6657880667554,1.9710979921151977e-05,-2.584916653851204e-05,1.0537847808115937,Fog,fog,581.0165060223834
