date,cat_holiday,weather_temp,weather_rain_1h,weather_snow_1h,weather_main,weather_description,traffic_volume
2016-10-21 21:00:00,None,255.53864949987542,-0.07071576498025013,0.0,Clouds,overcast clouds,1728.678369363346
2016-10-25 07:00:00,None,252.5009499083746,-0.009479839831437895,0.0,Mist,mist,3781.025993308656
2016-11-12 20:00:00,None,258.925359250339,-0.024934050780294495,0.0,Snow,light snow,2537.37761498775
2016-11-22 08:00:00,None,260.63107387682265,-0.01027957089282635,0.0,Snow,light snow,2443.993580474804
2016-11-23 08:00:00,None,251.58643267909244,0.019000526301479657,0.0,Haze,haze,5573.669873009717
2016-11-26 14:00:00,None,255.26582761989832,-0.03495927333187091,0.0,Haze,haze,5290.052966719165
2016-11-29 12:00:00,None,245.34896708670755,-0.009627495940148851,0.0,Clear,sky is clear,5267.256062888239
2016-12-03 13:00:00,None,245.24212213425503,-0.013412541305807069,0.0,Clear,sky is clear,5289.809412400592
2016-12-04 14:00:00,None,262.35792515625525,0.0358327154887897,0.0,Snow,snow,4184.8541901057015
2016-12-04 18:00:00,None,251.05247386896104,0.02815946179700136,0.0,Clouds,few clouds,4801.297374360136
2016-12-04 18:00:00,None,263.41635461528085,-0.011231485194577197,0.0,Mist,mist,4630.700386087644
2016-12-05 11:00:00,None,265.4880657254583,-0.013091398690666589,0.0,Clouds,few clouds,5190.103282123561
2016-12-06 15:00:00,None,265.64582263745774,0.015293113785694572,0.0,Clear,Sky is Clear,3664.6035614785133
2016-12-07 12:00:00,None,252.04235493096257,-0.03642978464863256,0.0,Clear,sky is clear,5169.872095357729
2016-12-07 13:00:00,None,257.3305067750278,0.037521384409884714,0.0,Clouds,scattered clouds,4723.761429856853
2016-12-07 16:00:00,None,276.164272005393,-0.0021432847849596794,0.0,Clear,sky is clear,5492.83923760913
2016-12-08 03:00:00,None,265.66464913000806,0.012530507161340644,0.0,Clouds,broken clouds,-210.04177009221127
2016-12-09 13:00:00,None,260.5716421193922,0.00016274597692008901,0.0,Clouds,broken clouds,4385.905122563766
2016-12-11 04:00:00,None,265.04883778002176,-0.026163584014147152,0.0,Clouds,scattered clouds,286.95593782189354
2016-12-12 09:00:00,None,268.47992902018143,0.04080148552248018,0.0,Clouds,broken clouds,4026.3358387735416
2016-12-13 03:00:00,None,244.1062021035085,-0.02712191305701513,0.0,Clear,sky is clear,415.8118940653307
2016-12-13 07:00:00,None,260.0413715592258,-0.006156133354938472,0.0,Clouds,scattered clouds,6252.37167266651
2016-12-15 09:00:00,None,255.19545190110966,0.0529465418483186,0.0,Clear,sky is clear,5105.899178267694
2016-12-16 14:00:00,None,241.1695341682732,0.015746465493495867,0.0,Clear,sky is clear,1746.236284981752
2016-12-17 09:00:00,None,254.11617023067302,0.002551997382066988,0.0,Clouds,overcast clouds,2485.346379216084
2016-12-17 23:00:00,None,255.9321183950411,0.036449169560470264,0.0,Clear,sky is clear,2521.176101536966
2016-12-18 05:00:00,None,242.67892561839867,0.0010249704195539346,0.0,Clear,sky is clear,1280.9495945400686
2016-12-19 01:00:00,None,252.38789716776284,-0.009055437267774288,0.0,Clouds,scattered clouds,1218.138129697484
2016-12-21 06:00:00,None,262.7307022997739,0.056841106949420704,0.0,Clear,sky is clear,2403.664690752451
2016-12-21 07:00:00,None,272.5869355531817,0.0033176037726986842,0.0,Mist,mist,6244.219714136152
2016-12-21 07:00:00,None,263.21457053189806,0.01114375882566799,0.0,Clouds,overcast clouds,5246.726730058142
2016-12-21 14:00:00,None,260.41127545253494,-0.038177226450811466,0.0,Clear,sky is clear,4442.627294162206
2016-12-22 01:00:00,None,251.08661856516184,0.0673463883015971,0.0,Clouds,few clouds,2655.5765611730712
2016-12-23 12:00:00,None,261.645056816149,0.045337500222133696,0.0,Clouds,scattered clouds,4686.410754989121
2016-12-23 12:00:00,None,262.58354211615074,-0.0006279795681532671,0.0,Clouds,broken clouds,4873.7205011496535
2016-12-24 12:00:00,None,251.93765422612532,-0.014066649691931324,0.0,Clear,sky is clear,4395.734092962282
2016-12-26 20:00:00,None,259.1660630959695,0.011531548868460383,0.0,Clear,sky is clear,3403.465514290831
2016-12-27 13:00:00,None,259.8165782723239,0.008412975412023991,0.0,Clouds,scattered clouds,4466.714062908641
2016-12-28 13:00:00,None,260.18224196316453,-0.024219657382734575,0.0,Clouds,broken clouds,4819.20731188358
2016-12-30 11:00:00,None,258.30101475769305,-0.007734071182508002,0.0,Clear,sky is clear,4619.6455198065905
