,date,total_turnover,whi_temp,whi_temp_min,whi_temp_max,whi_feels_like,whi_pressure,whi_humidity,whi_clouds,whi_rain,holiday_school,holiday_public
1703,2016-11-04,19332.84798631406,13.852384249942169,11.436917507700395,19.334000377759445,10.816194071059156,1013.5451523698877,57.844059083117735,74.60733029199899,-0.0061952394714680364,0,0
623,2016-11-21,14243.468720354986,22.9866362787159,19.818429299553785,21.74388691982722,17.25239151269678,1021.7694357401269,25.606823223669217,0.544011350040929,0.0012631416809894065,1,0
806,2016-12-05,42842.63395526649,31.001085508363506,29.375592570740373,29.117538694400217,27.246015154204365,1026.4411338843,25.515591301059356,-0.3889360645347221,0.005244367796810239,0,0
1305,2016-12-12,-1148.8417874268018,12.926667202662479,14.565571319421224,13.376779376348425,10.196012225997006,1004.3871515426723,39.87717372245496,74.86264867814918,0.0002994668036251703,0,0
1429,2016-12-20,14422.14402664308,8.673584137216118,18.35649787387483,14.358387343006363,10.743336074150832,1008.0402687529652,64.31340483421138,74.83112600129989,-0.00727701351150165,0,0
977,2017-01-14,-326.804167630826,17.98394862411802,22.534226000746592,18.222811984389672,20.212788408887064,1018.5447358435897,59.89955781135353,39.39874724854376,0.016918402844464487,0,0
1529,2017-01-14,16624.318024564873,24.47379933876037,24.70618776476685,24.992260688460625,20.122958830056394,1022.807234235893,32.39285282960614,-0.16618407876118674,0.01096813314709243,0,0
1511,2017-01-17,4036.5996557753156,14.712867846525786,12.456934081957103,16.202869827604935,14.622159059802641,1014.6043257133651,48.58535963228057,74.91040731236433,0.010785205289519994,1,0
1596,2017-01-23,591.8069034639095,13.253280888297295,12.490330949793506,10.542171459246608,7.745897209306343,1014.2201617523122,61.61055778094827,74.4214288949624,0.002833096791168134,0,0
693,2017-01-27,-569.2064786345435,22.065837672260116,20.742045863052915,22.344305171765527,20.507162894624148,1021.449665790521,48.94351507490177,0.007009639588172439,0.0045251418468686974,0,0
750,2017-01-27,663.0573684919079,26.467218656987612,26.890046835537728,26.83367256458504,24.51685417076824,1014.3464512554829,40.95651721290847,-0.6038485464462937,0.019178156043973736,1,0
1044,2017-02-02,8833.469169152935,14.009053913226435,14.08903263959204,12.83337390173101,10.969028710576566,1005.5992055180905,82.41849858333865,88.14916755067465,12.712055094378755,0,0
351,2017-02-03,3277.561715079538,17.132100730038836,20.978986488362928,17.82624190791973,18.845789044179067,1016.7659322709671,62.02484142565557,74.41578295711135,-0.0016623204172366134,0,0
827,2017-02-07,-377.73474210562256,20.99558241409687,23.526732596997604,25.58186110531427,19.156160900392344,1013.3605149771031,47.64916796313649,0.6781033157606616,0.0014953196346465596,0,0
527,2017-02-11,5498.654401284032,13.55448031778636,18.72848097459992,17.962566671021982,8.386532185464269,1020.2009606645812,33.57081195456244,-0.05107809382224117,0.0035516958150028314,0,0
618,2017-02-12,1404.2529490563709,8.339474734648345,5.567718572394054,11.103161906447395,1.5192866985665878,1021.6684342567748,85.13744341648105,74.43673992708392,8.542988734576223,0,0
1483,2017-02-18,8667.47325230487,17.782961525009007,17.996057373831164,19.421699981503696,14.82912926477847,1018.4529205240475,57.66917198832966,74.83133214505322,0.008239045425139434,0,0
583,2017-02-25,3561.0423880885673,27.25283376310304,25.17951382007835,27.987672600168626,22.992455697121624,1031.6990100549679,31.07937910447189,-0.11129669364958071,0.01441796465451219,0,0
248,2017-02-27,465.6191104925749,17.732943414754715,11.396180335432646,14.790382200630704,11.897299543532688,1012.9443535150631,33.386580343942384,0.0022093617854664627,0.012138150970920646,0,0
1254,2017-03-01,-103.55531653018429,0.005293861187103843,6.910518651389038,1.445840394142671,-1.5104710997495068,1036.9317636544968,109.1282813998671,86.98204444465638,-0.0022777080006094502,0,0
630,2017-03-02,3880.892750117367,10.94165721098726,8.860157506473213,10.760968180329614,5.668908792049003,1016.2100427332974,51.02734080166406,-0.014093425829530354,-0.0022420971046318936,0,0
69,2017-03-04,2.8873420219767354,9.923837615904553,9.89887572398565,13.30923159623735,6.1691709825929895,1020.3732242541768,75.35013544660201,74.67917113436657,-0.004543590348623666,0,0
1229,2017-03-12,-261.88210207535633,22.334687548986064,19.52867680264056,22.71761595519758,19.0814242484819,1020.7883591334062,42.54238862107866,0.03777675299498266,-0.0001881531748839625,0,0
924,2017-03-12,881.357956633149,23.833783702015545,20.686530074436412,24.33999926850779,18.22168847444708,1016.2156982629841,30.137950157015602,-0.0027623174934565675,0.008721385447837628,1,0
47,2017-03-16,1368.7755069532498,13.768151439672858,14.90945485644209,12.21136846427537,13.12810758170925,1016.3755941359985,83.24293111773197,74.6663046444302,0.003586237852292342,1,0
1660,2017-03-17,292.085157866792,22.382660604590882,21.11080187367885,25.197434719282878,20.911551821361694,1018.6870146766573,29.868424803140005,0.11780341225732023,0.003741407894675439,0,0
73,2017-03-20,7838.682178730421,12.617794505375974,15.113301122656633,14.60990751330109,9.521080427488434,1008.2467619247011,37.954281585021505,0.6054301063821522,0.008221746936570632,0,0
412,2017-03-26,11228.444541373588,7.640650598740946,8.378834630184333,14.192635683162283,4.231741852354448,1014.1623320112163,84.86044508519322,75.74050901365814,0.005226423788532205,0,0
1216,2017-03-27,12959.579141211587,15.260059218066734,13.858933853298282,18.006332632449755,9.786251968411404,1026.3810202376426,34.40618565986236,0.04011552636450136,-0.002322919613524433,0,0
1700,2017-03-27,4725.921319817444,7.861254814796444,9.88596409281967,11.703312297967148,3.6747876019765573,1029.7957002862936,49.56258893729343,-0.15863909907484114,-0.000855259761259232,0,0
