date,cal_holiday,weather_temp,weather_rain_1h,weather_snow_1h,weather_clouds_all,weather_main,weather_description,traffic_volume
2016-10-24 10:22:34,None,253.68505935825377,4.525942251321679e-05,-0.00010512041162138143,5.015760399749997,Clouds,broken clouds,5264.109128340006
2016-11-11 12:55:15,None,256.7429481199931,0.0002604530607735386,2.4566893547600734e-06,0.9996061997263098,Clear,sky is clear,3747.02188592363
2016-11-27 14:00:45,None,271.66348976930516,6.412439688272677e-05,2.3914171089953177e-05,39.99420806292154,Clouds,scattered clouds,6016.790665585558
2016-12-06 07:06:02,None,254.87835659582282,4.2509623275680954e-05,-2.1599216248723787e-05,1.0323075142412406,Clouds,broken clouds,3928.925828602878
2016-12-10 17:33:47,None,265.91624543654893,3.448010606545923e-05,-6.639348313242587e-06,0.9635162797230128,Snow,light snow,916.3144962282859
2016-12-12 17:02:53,None,274.5032805114119,7.117079181958485e-05,-1.3790128522635231e-05,90.02482492027951,Mist,mist,199.57445606440322
2016-12-14 05:00:01,None,253.0837582252407,-9.174436653278192e-05,8.672236700888695e-06,1.0018619930594406,Haze,haze,677.2558146609035
2016-12-15 06:27:51,None,287.00479779532594,-4.719841089817925e-05,-6.253726487325716e-05,89.95320312619153,Rain,broken clouds,4410.7129132695345
2016-12-17 08:55:23,None,266.1591042621653,-5.9902040723165586e-05,-1.5574684904543667e-05,0.9963650235084157,Clear,sky is clear,1107.746311303873
2016-12-20 18:10:22,None,269.5283222902224,-1.822045302219818e-05,1.5936307270211795e-05,90.02253634716541,Mist,mist,448.36210118652036
2016-12-23 11:10:43,None,245.5494625796893,-7.706510257316803e-05,-8.431497562422775e-05,0.9521009916393096,Clear,sky is clear,399.96134202561626
2016-12-24 02:28:31,None,271.1775211893643,8.443553951471504e-05,2.6672744476761808e-05,89.96904397528608,Snow,light snow,711.5482541516501
2016-12-24 16:43:52,None,278.28031500330724,3.195660286572402e-05,-3.6229547582719872e-06,90.02926253074024,Snow,light snow,2153.208524310334
2016-12-25 13:51:03,None,253.85748272926062,-0.00011887460980576452,-1.0697804207102653e-05,0.9323790123100586,Clear,sky is clear,1747.8352064601788
2016-12-25 23:08:32,None,276.32655598501657,0.00011886520167851386,-4.810967885356186e-05,90.02990169290945,Clouds,broken clouds,1021.6159817518533
2016-12-27 04:32:50,None,257.55219188411445,-8.235239424118598e-05,1.5664359808965922e-06,1.0177399481374507,Haze,haze,829.4368853481742
2016-12-27 14:14:41,None,286.64629718403336,-6.241710541653104e-05,-9.818626604717632e-06,0.9617325905205796,Clear,sky is clear,4937.798706779541
2016-12-29 03:39:46,None,274.30100841792085,5.559545720564147e-05,-1.603800779180378e-05,89.97799961102528,Drizzle,light intensity drizzle,498.23447525248156
