date,value,GPD_per_capita,eu_prod_index
2016-11-16,720092.381300162,48671.50647991839,102.73345927780994
2016-12-05,1123759.2406970647,48677.495707504815,101.28965717592052
2016-12-21,840697.1616390528,48668.77784767944,102.85719219271883
2016-12-23,1115571.1343451787,48683.210790565885,101.75388270223449
2016-12-27,930860.58783163,48679.77230923417,102.90382762545231
2016-12-31,811141.051290987,48678.38548227616,102.52308892648367
2017-01-06,1150752.6344612564,48685.53479453184,103.42934158713595
2017-01-14,972879.8158036454,48687.34091503872,102.79758567182223
2017-01-15,1089300.0054443001,48686.152857635076,101.65376048583047
2017-01-15,1037315.1420470786,48671.2666280986,102.64600688490609
2017-01-17,731932.257975481,48670.60855874589,101.3211612010261
2017-01-22,972431.7516401763,48664.06533751697,101.76049783584988
2017-01-22,955551.8464521898,48670.224857262016,102.81542590129682
2017-01-25,797381.2760362788,48680.449129523775,102.2717751132532
2017-01-26,631566.9583798721,48679.41133121399,103.03598954652522
2017-01-31,1088416.2649056923,48674.625293117584,102.17193424522235
2017-02-01,1099418.7798552471,48666.28172099262,103.51536490420908
2017-02-02,932181.7051501524,48678.657233694816,102.91176092861812
2017-02-03,1002554.9295082173,48678.45817391657,102.53736441456519
2017-02-04,1108624.6554378204,48689.07911635824,103.41153221532078
2017-02-08,1001190.0099104304,48674.394773030246,105.05935168274404
2017-02-12,1042697.0392140027,48680.571302066695,102.51283574593018
2017-02-12,739521.8596267572,48674.889036795124,102.37639213952102
2017-02-12,841670.2682852078,48671.869005403336,102.66055759609745
2017-02-15,1086655.8246380808,48671.764032441875,103.1045709126718
2017-02-17,950423.7863332392,48673.70848354068,102.81816645386264
2017-02-19,976949.967042005,48681.88616763716,102.65925843366037
2017-02-19,748313.2464611724,48675.52598413118,102.64369787522725
2017-02-21,946960.3036737163,48668.68785519153,102.44716138870355
2017-02-23,750139.9019360146,48687.64807930445,102.78403890090803
2017-02-25,737937.8608262546,48667.220520162184,102.7176613001867
2017-02-26,1022044.7768763845,48672.90760449256,103.4672193245131
2017-02-27,854913.2975706287,52286.89281249108,102.34817230769345
2017-02-27,1001930.3211383957,48680.892549549324,102.70890723398324
2017-02-28,800795.7363247627,48671.99789743995,103.4843463829826
2017-03-01,849561.2456360688,48675.93449888791,102.83813798214251
2017-03-03,1093758.5729990671,48684.88045535523,103.84094726988631
2017-03-03,839240.278411413,48679.43807671404,105.1372139062134
2017-03-07,806335.3524584875,48680.824211326246,103.57790711008909
2017-03-07,791794.3752728495,48680.040058020655,102.99537666488288
2017-03-09,826068.1545797765,52291.87394593746,101.91208870391567
2017-03-10,1010884.2925593156,48678.72726771463,102.72580398606851
2017-03-11,761798.3838417961,48680.41346267656,103.26545740333722
2017-03-12,829730.4704285007,48665.84408838836,103.3099407718819
2017-03-14,988930.0608265037,48675.64499625966,102.86816602809469
2017-03-15,888681.002792833,48680.890204056115,103.58725772193968
2017-03-17,822917.4978142439,48680.47943320563,102.81268638326996
2017-03-19,751262.025600117,48668.62506396994,102.90981630528093
2017-03-21,959267.3529978031,48679.74325587376,103.24439197129772
2017-03-23,946479.7359673493,48682.5763996923,102.87151636463283
2017-03-25,821793.6547273372,48675.69114892284,102.7647663906183
2017-03-25,859313.6638101127,48688.613308887085,102.74126955715491
2017-03-25,992589.9156700665,48673.6117774753,103.50113659657326
2017-03-25,968767.6442651032,48674.89554703587,102.86350025238141
2017-03-28,786271.458797748,48677.21599650955,105.00682093172368
2017-03-28,756953.1766681948,48683.63733533899,105.12165416622867
2017-03-29,813957.7845603471,48670.82720977035,102.1664322275045
2017-03-30,718799.3381834507,48685.20004830463,102.77356054869838
2017-03-31,703786.3804908096,48672.28535329466,103.6762991432569
2017-03-31,922595.904437511,48680.693040719685,103.7237189433584
2017-04-02,892190.3903186887,48681.1788452208,102.85989913192977
2017-04-09,947022.9490969348,48662.858607820526,102.68886537450207
2017-04-12,969874.5361495556,48678.277975234756,103.93656274770336
2017-04-13,873712.4711747835,48660.76357165068,103.55396105033995
2017-04-13,912989.9468256745,48678.78031478943,103.43478950164103
2017-04-14,734725.4931871583,48685.941148811195,103.77665671436937
2017-04-14,824149.9698543274,48686.4720794493,103.42619267028675
2017-04-15,703257.8071741171,48678.61164202528,103.67998030030519
2017-04-17,708775.1603252691,48673.292122621,102.91410531736764
2017-04-18,867473.7961940726,48686.2457694847,105.11744988021299
2017-04-20,883127.8112505366,48681.694067136494,103.85848270407034
2017-04-23,750829.4874545445,48666.75891611213,103.62399556960287
2017-04-23,813139.5309609505,48680.04732804971,103.8509842497163
2017-04-24,784292.4800239897,48677.04505327069,103.51941020771875
2017-04-24,819740.4094359481,48671.877723724,103.6664640259274
2017-04-25,764104.8403876611,48674.48368127752,103.74910173776155
2017-04-26,943746.5685886311,48678.441925884705,103.25093608088494
2017-04-27,827354.7213469074,48675.58659861654,107.47950476290025
2017-04-28,876935.6151107406,48682.556618417955,103.85584213264228
2017-05-02,855655.3577599087,48671.9610288596,103.6961580629807
2017-05-02,979697.6551163523,48672.57999689428,102.98764808464473
2017-05-02,850193.1386082512,48681.61834325392,103.7136828102157
2017-05-03,854615.5814555228,48673.526460401656,103.87372857764043
2017-05-03,811804.7694982323,48665.26294106596,103.61615246560484
2017-05-03,790574.547186329,48676.9400617044,103.87123101312184
2017-05-04,659528.6894659534,48675.49913687814,103.00188206891735
2017-05-04,770486.6811870561,48676.15949424082,103.80471419723267
2017-05-06,868646.6994308211,48664.17775556847,103.73394649061704
2017-05-06,667825.5240440995,48668.628717464184,103.69845894963522
2017-05-09,831231.2345691707,48676.63766250463,103.54382499290855
2017-05-10,967881.2568151171,48684.90065707928,103.17483953535782
2017-05-11,676479.8437897369,48683.07048399769,103.71203749491995
2017-05-12,881274.0740938132,48685.18910573061,103.70110457117535
2017-05-13,796762.8297650722,48680.08440251584,103.43631370866913
2017-05-15,1162632.3517443652,48665.75223528907,103.54009226420845
2017-05-16,893880.6576564334,48673.91247979266,103.77618898984514
2017-05-16,680601.9574379236,48668.09725898094,103.6035538675097
2017-05-17,815753.2519948324,48684.872978220956,105.06221528341044
2017-05-17,765295.2049342839,48663.57960560938,103.52785704406233
2017-05-18,750073.6150678414,48687.709255294314,103.45955064584923
2017-05-19,705188.6860553373,48682.49459206838,105.76036834056941
2017-05-21,712349.1110170204,48666.6262328665,103.54041159575874
2017-05-22,760135.0063673722,48676.022963054085,103.73641714334283
2017-05-24,620282.6847107036,48670.0936575708,103.02205186436882
2017-05-25,622878.1475153292,48665.126459379775,105.69301266646114
2017-05-25,796450.221898767,48682.51613255217,103.84573172052325
2017-05-26,912214.673798171,48677.413968602705,103.9031317856252
2017-05-27,915954.5099681544,48678.782541314504,103.4246986525721
2017-05-28,789400.5368609583,48678.653140183014,105.15409692189459
2017-05-28,872758.7580921436,48673.3557602721,103.56134747055745
2017-05-29,729479.6742739246,48682.2050277381,103.5704361312281
2017-05-29,894415.6343287994,48664.34772015884,103.49072437117502
2017-05-29,1072438.986145147,48658.199442612495,103.79896587990983
2017-05-30,832238.7191620534,48681.88252862809,103.96226320500553
2017-06-01,922974.8384033104,48690.46129634116,103.8774571002619
2017-06-03,973668.5322898042,48687.968173449524,103.35742284639757
2017-06-04,798822.6708471926,48669.935100835195,103.27531048193076
2017-06-05,851583.6504481382,48675.30534305131,103.78882728357465
2017-06-05,768530.724835322,48669.36213260546,103.32867493140701
2017-06-06,893691.9150713607,48679.416764899936,105.12173515995158
2017-06-07,725196.8105294346,48681.441428487546,103.66556388207125
2017-06-08,790393.038910715,48667.291095100336,103.25509858579369
2017-06-11,774814.3019435261,48678.52146992667,105.11194133447626
2017-06-11,821055.086730542,48664.65747258277,105.06012334348914
2017-06-12,666165.2857014477,48666.9041198843,103.58879372369306
2017-06-12,835103.9339351119,48681.50282569907,103.55381382012963
2017-06-15,987885.1670041753,48668.816503521026,103.44065165163924
2017-06-15,1218038.3082553328,48675.71997709998,103.26832056399282
2017-06-16,678458.969641305,48680.25435254212,105.7406520425034
2017-06-17,781420.5627839456,48685.74545218854,105.04355175666488
2017-06-17,752771.0331928702,48673.689734284475,103.58636401966196
2017-06-18,821602.6622469925,48675.53333649974,103.71551041387929
2017-06-18,803097.9586483926,48677.51984021878,103.80040559330531
2017-06-19,706640.4715753311,48680.259067738094,103.7150457451222
2017-06-19,824385.7118364365,48673.82177895407,105.10129005640275
2017-06-21,803895.2652829094,48675.072529060104,103.36013400071303
2017-06-21,726556.4114665337,48657.065747848545,103.79256245781197
2017-06-23,733034.6932269114,48677.914517839345,102.23175547217308
2017-06-23,686321.2835896754,48665.4071657509,105.78366569625238
2017-06-23,679253.6120353467,48674.709930196586,103.52494631021824
2017-06-24,930292.97694132,48674.19436325901,103.838401229166
2017-06-24,885141.0032659756,48675.85332278727,103.69538442351121
2017-06-24,666563.3130089594,48676.08691396934,102.4138472766444
2017-06-25,656913.2037106967,48673.93577150448,105.08224694097282
2017-06-25,748855.8898074807,48673.671130903385,103.18960937057074
2017-06-28,844618.2903467865,48680.12364938722,103.1783091518802
2017-06-29,885725.9881691426,48681.55640863387,103.79733216780973
2017-06-29,793781.5236571061,48685.99340640366,106.11227875983019
2017-07-02,657782.2459170079,48664.29922030982,104.17877561541027
2017-07-04,853587.3830495464,48675.57636589584,105.11721356273657
2017-07-05,1125390.7468056341,48669.99466712407,103.61715332400917
2017-07-05,771847.6207797718,48691.47247980372,102.99895291575778
2017-07-05,674205.4317632061,48681.582949907584,105.11000602996461
2017-07-06,959010.0794445908,48675.40218822811,103.30884220247773
2017-07-06,693327.1661252943,48678.50039100296,105.09535604332673
2017-07-09,759869.8836874298,53037.61480406329,105.15904989741956
2017-07-09,618110.2881551364,48685.732772066876,105.28335411911264
2017-07-10,928935.3641738866,48685.8863266923,103.7920758087267
2017-07-10,1029093.4678984588,48689.10726482331,102.29350100910389
2017-07-11,864826.2805504856,48680.54634906705,103.31376736323911
2017-07-11,871868.9007725357,48684.14857769796,105.07930083942531
2017-07-13,785222.2962616498,48690.82794077282,105.76611805351595
2017-07-14,869159.3472962601,48690.689122518546,105.59845674296014
2017-07-14,796422.9332546677,48676.31263520295,105.75256506548143
2017-07-14,825152.8803305939,48661.85534870782,103.93174342247018
2017-07-14,888843.4816213365,48677.22346745619,105.08854625037002
2017-07-17,668584.9830061438,48677.95594459335,105.0835230865071
2017-07-18,664572.8061194277,48671.98857614424,105.34069582237822
2017-07-18,729066.4633321132,48674.25065252651,105.07380858155946
2017-07-19,694777.2100721785,48665.16466867339,105.70130948507196
2017-07-19,909040.9743393534,48670.14804615286,104.92831974427195
2017-07-19,639322.2734499599,48671.72652836182,105.0237521195957
2017-07-20,974832.9453283141,48680.684405878405,107.73932429736958
2017-07-20,708450.1469103869,48674.66742260278,105.77811443110637
2017-07-20,715464.754659832,48675.24253512784,105.63847885858199
2017-07-23,749216.7241844214,48672.595690104485,105.36130755546327
2017-07-23,667433.9385589417,48675.22750762794,105.62190223119978
2017-07-24,776985.6154936416,48663.05998025266,105.60214099726673
2017-07-24,714580.9321057711,48672.38006389318,102.4110315221493
2017-07-26,878012.2156897577,48672.47643841174,105.69140201096175
2017-07-27,661869.327398035,48685.685690903476,105.06784924566331
2017-07-30,789018.603124872,48676.77677960833,105.11438383055301
2017-08-02,656104.9452911527,48670.91991914065,105.54602598838031
2017-08-03,842769.3506073289,48680.28512438101,105.77020337592546
2017-08-03,817556.4468177388,48681.33359043814,105.18461871809183
2017-08-03,724847.5195430563,48667.70882576765,103.05979140721128
2017-08-04,727077.8553984714,48680.81363545194,105.06469574397244
2017-08-04,624326.6551413133,48677.687965239405,105.32701694096484
2017-08-05,658874.8782012705,48679.83069317199,105.8041016349563
2017-08-06,702632.80420781,48666.97844994907,105.24214499781128
2017-08-06,911745.0696241243,52291.874972979385,105.0215621168452
2017-08-07,674962.6883919383,48669.85656241549,105.0618525295644
2017-08-09,747984.8755869239,48679.70291113594,105.72038182600652
2017-08-11,875985.0191887462,48683.413175006404,105.23937713180825
2017-08-12,660950.369850377,48673.59729442149,105.41360728150327
2017-08-14,968814.2174201244,48690.63907113317,103.03974844890402
2017-08-14,930639.2570556873,48680.11252903254,105.71014965947936
2017-08-14,670633.876232229,48687.31209723958,105.7379099815424
2017-08-14,834527.601450034,48687.971404448486,105.428231764874
2017-08-17,692039.2687113842,48683.73486361264,105.28429199411573
2017-08-19,735350.2912889961,48670.06357994591,105.79304062625444
2017-08-22,818756.1287623503,48672.18804824123,105.39729118375803
2017-08-23,810951.7811862124,48671.37844696793,102.52210258261235
2017-08-23,845803.6960106358,48681.64556080282,105.1390761187565
2017-08-24,693443.1532621211,48679.51474702035,102.67059232425824
2017-08-27,872158.3189930901,48666.27996268013,105.6444479981005
2017-08-27,717470.0140978129,48683.92766792054,105.57766044586346
2017-08-28,798820.9266897179,48666.789149307646,105.41889148118139
2017-08-28,696611.4894016918,48666.94901370203,105.13382630079035
2017-08-29,757104.0499935095,48681.71894551726,105.06323502032413
2017-08-29,781285.3723985391,48671.634408683785,105.29760475998985
2017-08-30,612307.4965362702,48678.42704226351,107.41314101619082
2017-08-30,687635.4176371025,48690.4080580821,105.04639184888451
2017-08-30,951178.8594442586,48662.1407184478,107.41086188898518
2017-08-31,701976.4007193532,48689.91178668963,105.07855549976348
2017-09-03,662181.6660199258,48688.443035792145,107.48572181525837
2017-09-06,727984.7870544534,48664.889650958525,105.08274630493256
2017-09-08,865518.0749993987,48683.55857788566,105.68327150088562
2017-09-10,663487.5878799891,48667.37210661198,105.14093639732916
2017-09-11,784238.457819222,48677.91634436559,105.18638162985224
2017-09-12,861572.3567869439,48676.77674408063,107.55863427881394
2017-09-13,834126.714246931,48672.24170339891,107.52274255878352
2017-09-14,823936.647012973,48686.21156475781,105.03045136413776
2017-09-14,795335.7408953018,48676.13956978538,105.34728686156062
2017-09-15,851733.3592582636,48673.034564376416,103.50372538237468
2017-09-16,666105.8189731285,48675.312302786806,107.54614455361803
2017-09-17,826685.8858547874,48674.404652026584,105.12683042298993
2017-09-18,750491.7975212276,48671.33837957818,107.38499284223828
2017-09-19,781972.292719106,48688.93589292429,100.74211254659883
2017-09-19,841342.0462587364,48680.88122174107,108.02772007831425
2017-09-19,730295.5758538246,48669.82997657005,103.09474811911548
2017-09-20,977880.7468827628,48672.72572991962,105.06320043742274
2017-09-22,910181.9508962529,48685.72142708882,100.6393811309738
2017-09-24,742866.7650437634,48673.13131808587,107.75111849686971
2017-09-26,861112.3846131815,53042.598360397584,104.15628277722695
2017-09-27,823071.4809770806,48672.637722812615,107.56393907852402
2017-09-27,878728.9249335221,48681.78198613516,107.47333450787646
2017-09-27,765817.5121697139,48675.36804549412,102.70879072879676
2017-09-28,843546.0169834708,48671.7653855158,107.43232177889911
2017-09-28,921207.3589808384,48675.92948207226,107.8284697839293
2017-09-28,649645.7215479821,48669.661010754826,105.1267037453358
2017-09-29,703816.895708133,48665.17857106563,107.42614517036321
2017-09-29,728407.7702518927,48673.96295451343,104.97108592006961
2017-10-01,754836.462521454,48680.96032077668,102.77539101561287
2017-10-04,882198.2916421824,48676.0528655714,107.4488186210243
2017-10-05,839553.6805425428,48684.54517876914,105.101557589147
2017-10-07,657090.2310070983,48677.63268269706,107.47974596910178
2017-10-08,727702.7004709537,48682.1678920369,100.84843728401975
2017-10-08,725889.9662954634,48682.254081514315,107.56323807567537
2017-10-08,881500.9756307177,48685.40347386118,107.60479476926417
2017-10-10,636520.3443616208,48678.153290902665,105.6918456179126
2017-10-11,719433.1552317437,48669.755063709854,105.06927656109424
2017-10-14,742708.4997538636,48666.124958657776,105.21692877430786
2017-10-15,658723.2011115589,48662.86982991125,107.61483988076779
2017-10-16,726024.3836255021,53047.260382562185,105.03575634463529
2017-10-17,826166.8039656918,48667.17344547256,105.3498664374171
2017-10-17,853097.7789249568,48678.01590577714,105.30750248355355
2017-10-18,685232.0316771192,48679.225258980056,105.43511003388457
2017-10-19,769091.4147781216,48675.71017524851,103.2978855077026
2017-10-20,738362.2881085107,48680.39320754433,107.46484503034418
2017-10-22,712947.2420183326,48681.07929400237,107.33967637322074
2017-10-22,660070.2135798971,48663.763443269054,107.31507610931561
2017-10-24,659738.6080234555,48672.401748048695,105.25314787596268
2017-10-24,780550.858755324,48682.2752415516,104.97717761208706
2017-10-24,808143.4922071559,53034.11664349765,105.02880434968615
2017-10-26,680788.8219742025,48677.45746996804,103.26907711320054
2017-10-27,703223.1672417355,48680.54919505666,103.15167528268715
2017-10-27,828187.0732238425,48674.023456314084,107.78327232942829
2017-10-27,877718.3248189279,53047.41102779946,105.23443417225121
2017-10-31,730259.2694551302,48677.90832005298,103.55159009986974
2017-11-02,718129.0746352724,52286.67852456286,105.03121910504186
2017-11-02,909339.2762671538,48670.649118969,107.5196251651439
2017-11-03,696633.6889810978,48680.0404887895,107.54840561443636
2017-11-05,792365.3930776193,48680.11131498724,107.86812274229042
2017-11-06,913176.937968885,48673.50705819941,107.4971981233331
2017-11-09,757043.5463069896,48676.74385624681,105.35715831883928
2017-11-10,797729.4312816679,48673.257085998164,102.64018324600869
2017-11-12,745107.3590110462,48668.974095108446,104.90097280632966
2017-11-12,859326.7778357876,48674.36158906044,107.66757687650745
2017-11-13,773366.9103475319,48676.94486790986,105.11387741162301
2017-11-13,816269.103095418,52296.461887306104,100.53609292804217
2017-11-14,836387.295621836,48686.844742290916,105.01804052892719
2017-11-14,717013.2788320658,48691.962477901,105.03686751442663
2017-11-15,774141.7478031734,48674.56142004671,105.39623486149841
2017-11-18,814553.0098235268,48677.5011170979,107.45923604162718
2017-11-18,751064.9235995733,48672.20619054631,107.45943495447523
2017-11-20,682805.86065791,48681.34137152497,105.69334952111397
2017-11-21,992121.3663254476,53041.63137618273,106.04385384372952
2017-11-23,697603.1053693141,48676.52551459178,105.00766474973283
2017-11-24,865498.4298788744,48674.812743926144,105.02257010494353
2017-11-24,768088.8973613901,48664.97267729047,105.29234555373027
2017-11-25,872948.250988557,53048.18608529614,105.06804978552177
2017-11-25,836777.8623407232,48674.23297331838,107.46302831819698
2017-11-26,1095897.0975166126,53049.10269127161,104.93800890167975
2017-11-27,762753.9217269764,48683.780986693324,107.65000410272629
2017-11-27,715388.0676049106,53048.22996191358,103.84005370012223
2017-11-29,950055.9292907945,48672.58051261572,107.94542580371763
2017-11-29,763315.7053690954,48687.439645519815,107.79285864457697
2017-11-30,889160.0634852257,48687.90233933402,105.09582850588552
2017-11-30,876823.4513890399,53044.64582566855,105.09749357346507
2017-11-30,738670.7211564567,48666.31627925845,107.79683955194065
2017-12-01,950243.8766895349,48676.67631464345,107.88509097909785
2017-12-01,850220.9620971497,48680.81317531092,107.51242979533329
2017-12-01,692019.8038396098,52303.17275913352,103.81921676495058
2017-12-02,932780.8490177745,53043.53537210201,105.01209063392805
2017-12-03,967177.4497870343,53037.98199974312,108.00275195725065
2017-12-04,729051.353303739,48682.89744572827,107.8601274337369
2017-12-06,687730.1034873243,48677.342408868826,103.71983237534009
2017-12-07,685762.5850036567,48683.515459953764,107.89165370907226
2017-12-09,815047.2655077138,48675.444636909015,105.0654005466108
2017-12-10,835998.3515358418,48678.31975661895,107.7770884594225
2017-12-12,715270.9856176787,48686.06911244867,103.00825532232443
2017-12-13,688952.5051351417,48674.953229358354,107.88414831057258
2017-12-13,732971.412856945,48668.466962446444,107.89833183862225
2017-12-15,1023611.4377848625,53046.01812516529,105.03519026460408
2017-12-18,890151.9523958141,48676.45639359842,107.89965538560966
2017-12-21,796769.4755184775,53044.644771236555,105.05801183102524
2017-12-22,829522.6501134072,53030.73503211938,105.19201549395794
2017-12-24,641547.1694105937,48685.38568246741,107.72798890264608
2017-12-24,849663.8932124464,53033.81613878879,105.1255602338358
2017-12-24,723883.2395447256,48672.74436670085,107.72143450958497
2017-12-26,847174.2885101702,48669.31311884159,107.48396494282129
2017-12-28,880319.9354337618,48681.727353896254,107.72282609462773
